student_code,gpa,failed_subjects,credits_completed,attendance_rate,login_count,assignment_submitted,assignment_missing,forum_posts,video_views,learning_hours,academic_score,attendance_score,engagement_score,dropout_risk
SV1764,7.01,0,78,70.35,18,16,1,3,22,8.2,0.7907,0.7034999999999999,0.6271357458913202,0
SV1765,3.82,3,140,94.62,27,9,0,2,30,18.4,0.47739999999999994,0.9462,0.7282704559394086,1
SV1766,6.63,0,113,90.91,28,13,3,2,33,17.4,0.7641,0.9091,0.6730044042246843,0
SV1767,5.67,2,73,79.17,20,14,3,2,29,17.3,0.6368999999999999,0.7917000000000001,0.6104538654821988,1
SV1768,,3,129,72.44,29,10,1,4,30,11.1,0.5306,0.7243999999999999,0.7313746774095297,1
SV1769,9.02,0,68,93.39,23,7,0,6,28,9.4,0.9313999999999998,0.9339,0.7493347406359239,0
SV1770,9.09,0,120,77.7,27,7,2,3,30,6.8,0.9362999999999999,0.777,0.6530179393237562,0
SV1771,8.54,0,49,65.73,21,11,3,4,24,7.2,0.8977999999999999,0.6573,0.6059708253997479,0
SV1772,6.88,0,122,52.26,30,9,2,5,29,6.5,0.7815999999999999,0.5226,0.7101995131331125,0
SV1773,8.53,0,78,71.38,28,8,1,8,30,14.2,0.8971,0.7138,0.77174175164029,0
SV1774,6.52,0,59,89.32,26,18,4,5,33,10.6,0.7564,0.8931999999999999,0.7039911024701835,0
SV1775,6.8,0,83,100.0,28,11,0,5,28,14.6,0.7759999999999999,1.0,0.7661862031528892,0
SV1776,4.86,1,98,78.92,23,11,3,2,28,14.9,0.6102000000000001,0.7892,0.6090750400287318,1
SV1777,7.1,0,75,66.52,17,13,1,2,20,5.6,0.7969999999999999,0.6652,0.593268892591434,0
SV1778,6.59,0,107,60.23,24,13,2,4,22,5.5,0.7613,0.6023,0.6475535507149375,1
SV1779,,2,73,86.28,24,15,5,5,30,10.6,0.5585,0.8628,0.6508868900932655,0
SV1780,6.42,3,109,51.53,15,6,2,5,22,7.3,0.6594,0.5153,0.5596451846140805,1
SV1781,6.38,1,103,86.26,26,11,1,2,36,6.7,0.7166,0.8626,0.7161123023209656,0
SV1782,9.2,0,88,90.27,23,10,0,5,24,22.2,0.944,0.9027,0.7175165776134874,0
SV1783,7.84,0,77,84.54,29,9,3,3,30,2.8,0.8488,0.8454,0.654101959434322,0
SV1784,6.52,0,95,74.71,27,9,3,3,24,24.1,0.7564,0.7471,0.614634111127652,0
SV1785,6.87,0,107,86.47,25,6,0,4,28,13.7,0.7808999999999999,0.8647,0.7342571279725061,0
SV1786,6.57,0,140,80.56,29,4,0,7,28,17.9,0.7599,0.8056,0.7995564251368248,1
SV1787,6.2,0,118,66.33,26,6,6,6,26,17.2,0.734,0.6633,0.5585365547084764,0
SV1788,4.88,1,119,100.0,27,7,0,6,22,15.7,0.6115999999999999,1.0,0.7464522572905863,0
SV1789,6.27,0,140,72.72,18,7,0,3,18,22.0,0.7388999999999999,0.7272,0.6324833048899094,0
SV1790,5.38,1,105,89.64,17,11,0,6,28,5.5,0.6466000000000001,0.8964,0.7127493964538072,1
SV1791,4.62,2,105,41.72,28,5,3,3,30,11.1,0.5634,0.4172,0.5980043923574352,1
SV1792,7.27,0,111,97.15,30,16,3,2,27,6.9,0.8089,0.9715,0.669768907072695,0
SV1793,7.09,0,60,100.0,31,7,0,2,26,1.8,0.7963,1.0,0.734478868779959,0
SV1794,3.82,1,77,78.45,28,8,0,6,29,8.0,0.5374,0.7845,0.7843680063553717,0
SV1795,6.32,2,75,86.38,26,12,0,2,29,23.2,0.6823999999999999,0.8637999999999999,0.71762745178148,0
SV1796,7.99,0,109,86.38,26,9,3,2,29,11.0,0.8593,0.8637999999999999,0.6176274601148126,0
SV1797,8.09,0,85,68.36,23,8,2,5,32,23.9,0.8662999999999998,0.6836,0.6738802211506768,0
SV1798,8.04,0,94,86.21,25,11,3,3,28,24.5,0.8628,0.8621,0.6349065240792037,0
SV1799,6.56,1,123,65.87,22,10,0,4,25,30.0,0.7291999999999998,0.6587000000000001,0.7023281088320532,1
SV1008,6.47,0,36,89.68,23,6,2,5,28,0.0,0.7528999999999999,0.8968,0.6356983978820832,0
SV1510,4.16,0,90,74.16,18,13,4,11,21,15.9,0.5912,0.7415999999999999,0.6610929594808572,0
SV1175,6.76,0,52,59.81,15,13,7,6,20,8.3,0.7731999999999999,0.5981000000000001,0.5241906626264733,1
SV1735,6.74,0,124,91.34,30,11,0,7,22,5.8,0.7718,0.9134,0.7783813229471629,0
SV1242,,1,100,84.15,36,12,2,9,34,9.9,0.5402,0.8415,0.839642020738651,0
SV1764,7.01,0,78,70.35,18,16,1,3,22,8.2,0.7907,0.7034999999999999,0.6271357458913202,0
SV1540,3.97,0,56,49.92,21,9,2,8,30,14.4,0.5779,0.49920000000000003,0.7007760073233453,0
SV1430,4.94,0,97,72.5,30,12,1,4,27,13.4,0.6457999999999999,0.725,0.7294302851598613,0
